1,
03:32,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
03:34,00:03:49,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
03:38, 00:02:10,fillers-wesak-nelagiri-thawawa-2017-480p.mp4
03:40, 00:57:41,sermon-sinhala-6479-2017-09-14-agalakada-sirisumana-thero-nawala-480p.mp4
04:38,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
04:38,00:01:33,fillers-teasers-trailer-paragoda-1-33-480p.mp4
04:40, 01:02:18,sermon-sinhala-6517-2017-10-21-kothmale-dinnaga-thero-nawala-480p.mp4
05:42,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
05:43,00:02:33,fillers-teasers-wesak-2012-03-02-33-480p.mp4
05:45,00:00:36,fillers-teasers-trailer-36-480p.mp4
05:46,01:16:22,bhavana-sinhala-1212-kiribathgoda-ganananda-thera-480p.mp4
07:02,00:06:54,dhammapada-english-1399-4-06-54-dhammavihari-thera-480p.mp4
07:09, 00:48:38,sermon-sinhala-6493-2017-09-28-galigamuwe-gnanadeepa-thero-nawala-480p.mp4
07:58,00:10:29,dhammapada-sinhala-1056-1-kotagoda-sudeera-thera-480p.mp4
08:08,00:01:04,fillers-teasers-trailer-nawam-perahara-21-1-04-480p.mp4
08:09, 00:49:46,sermon-sinhala-6499-2017-10-04-alikewala-seelananda-thero-nawala-480p.mp4
08:59,00:00:31,fillers-inspiration-ins-eng-09-480p.mp4
09:00, 00:10:25,fillers-teasers-magul-maha-vihara-muhudu-maha-vihara-sinhala-480p.mp4
09:10, 01:01:02,sermon-sinhala-6519-2017-09-16-seruwapita-smsnsrathana-thero-mahuluduwa-480p.mp4
9,
06:00,01:12:47,sutta-satipattana-480p.mp4
07:12,00:00:31,fillers-inspiration-ins-sin-19-480p.mp4
07:13, 00:45:58,sutta-pirith-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-sin-01-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-eng-17-480p.mp4
08:00, 01:28:08,sermon-english-2017-11-06-ajahn-brahm-t-t-day-01-480p.mp4
09:28,00:00:31,fillers-inspiration-ins-eng-15-480p.mp4
09:28,00:01:56,fillers-wesak-wesak-2012-09-01-56-480p.mp4
09:30, 00:16:15,sermon-english-2017-ven-ajahn-brahmavanso-interviews-480p.mp4
09:47,00:12:12,sermon-sinhala-715-2-balangoda-dhammananda-thera-480p.mp4
09:59,00:00:47,fillers-teasers-trailer-nawam-perahara-12-0-47-480p.mp4
10:00, 01:01:02,sermon-english-2017-11-06-ajahn-brahm-interview-1h-4m-480p.mp4
11:01,00:00:31,fillers-inspiration-ins-eng-13-480p.mp4
11:01,00:00:39,fillers-teasers-trailer-39-480p.mp4
11:02,00:16:27,dhammapada-english-964-4-16-27-dhammavihari-thera-480p.mp4
11:18,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
11:20, 00:08:53,fillers-teasers-degaldoruwa-480p.mp4
11:29, 00:51:03,sermon-sinhala-6468-2017-08-08-madauyangoda-wijayakiththi-thero-dhathumalu-480p.mp4
12:20,00:00:31,fillers-inspiration-ins-sin-07-480p.mp4
12:21,00:09:22,dhammapada-english-1185-5-9-22-dhammavihari-thera-480p.mp4
12:30, 01:01:54,sermon-sinhala-6347-mithalawa-vinitha-thero-dikhana-480p.mp4
13:32,00:00:31,fillers-inspiration-ins-eng-16-480p.mp4
13:33, 00:17:38,bhavana-sinhala-6070-mirahawatha-panyaseri-thero-ganaramaya-480p.mp4
13:50, 00:48:08,sermon-sinhala-6486-2017-09-21-neluwakande-gnanananda-thero-nawala-480p.mp4
14:38,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
14:39, 00:12:35,fillers-teasers-paduwas-nuwara-480p.mp4
14:52, 00:52:01,sermon-sinhala-6336-bibila-ganasantha-thero-dharmayathanaya-480p.mp4
15:44,00:00:31,fillers-inspiration-ins-eng-11-480p.mp4
15:44,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
15:51, 00:52:57,sermon-sinhala-6507-2017-10-11-rajawaththe-wappa-thero-nawala-480p.mp4
16:44,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
16:44,00:07:42,dhammapada-english-1185-2-7-42-dhammavihari-thera-480p.mp4
16:52, 01:02:03,sermon-sinhala-6343-thawalampola-wimala-thero-gangaramaya-480p.mp4
17:54,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
17:54,00:24:55,sermon-sinhala-592-1-borelle-kowida-thera-480p.mp4
18:19,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
18:21, 00:52:46,sermon-sinhala-6470-namalgamuwe-vijayasila-thero-gnanaramaya-480p.mp4
19:14,00:00:31,fillers-inspiration-ins-sin-03-480p.mp4
19:15,00:01:27,fillers-teasers-trailer-manel-watta-1-27-480p.mp4
19:16,00:05:18,dhammapada-english-1500-3-05-18-dhammavihari-thera-480p.mp4
19:22, 01:14:02,sermon-sinhala-6354-2017-05-25-warakapalahana-sugathagana-thero-parakumba-480p.mp4
20:36,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
20:36,00:14:52,sermon-sinhala-4528-makulawe-sudassana-thera-480p.mp4
20:51,00:01:01,fillers-teasers-trailer-nawam-perahara-14-1-01-480p.mp4
20:52, 00:47:21,sermon-sinhala-6321-2017-05-23-galkissa-somananda-thero-480p.mp4
21:39,00:00:31,fillers-inspiration-ins-sin-18-480p.mp4
21:40,00:11:24,dhammapada-english-1185-6-11-24-dhammavihari-thera-480p.mp4
21:51,00:00:47,fillers-teasers-trailer-nawam-perahara-17-0-47-480p.mp4
21:52, 00:51:11,sermon-sinhala-6306-warakapalahana-sugathagana-thero-maharagama-480p.mp4
22:43,00:00:31,fillers-inspiration-ins-eng-04-480p.mp4
22:44,00:08:29,dhammapada-sinhala-1009-2-kotagoda-sudeera-thera.dv-480p.mp4
22:52, 01:07:13,sermon-sinhala-6511-2017-10-15-gallalegama-dhammaseeha-thero-nawala-480p.mp4
23:59,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
00:00,00:00:29,fillers-teasers-trailer-29-480p.mp4
00:00, 00:15:39,fillers-teasers-dematamal-viharaya-480p.mp4
00:16,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
00:23, 01:13:22,sermon-sinhala-6461-2017-08-07-gampaha-mahanama-thero-madagama-480p.mp4
01:36,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
01:37,00:05:21,fillers-teasers-trailer-manel-watta-5-21-480p.mp4
01:42,00:10:56,dhammapada-sinhala-1009-4-kotagoda-sudeera-thera.dv-480p.mp4
01:53, 00:37:17,sermon-sinhala-6516-2017-10-20-alubomulle-dhammalankara-thero-nawala-480p.mp4
02:30,00:00:31,fillers-inspiration-ins-eng-05-480p.mp4
02:31,00:22:16,dhammapada-sinhala-4226-02-kihibiye-vijitha-thera-480p.mp4
02:53, 01:02:58,sermon-sinhala-6476-2017-09-11-mirisse-dhammika-thero-nawala-480p.mp4
03:56,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
03:56,00:01:26,fillers-teasers-trailer-nawam-perahara-01-1-26-480p.mp4
03:58,00:21:09,sermon-sinhala-4289-01-gampaha-pasadka-thera-480p.mp4
04:19,00:21:09,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
04:40, 00:51:13,sermon-sinhala-6379-2017-06-20-balangoda-sobitha-thero-dematagoda-480p.mp4
05:31,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
05:32,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
05:34,00:03:49,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
05:38, 00:02:10,fillers-wesak-nelagiri-thawawa-2017-480p.mp4
05:40, 00:57:41,sermon-sinhala-6479-2017-09-14-agalakada-sirisumana-thero-nawala-480p.mp4
06:38,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
06:38,00:01:33,fillers-teasers-trailer-paragoda-1-33-480p.mp4
06:40, 01:02:18,sermon-sinhala-6517-2017-10-21-kothmale-dinnaga-thero-nawala-480p.mp4
07:42,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
07:43,00:02:33,fillers-teasers-wesak-2012-03-02-33-480p.mp4
07:45,00:00:36,fillers-teasers-trailer-36-480p.mp4
07:46,01:16:22,bhavana-sinhala-1212-kiribathgoda-ganananda-thera-480p.mp4
09:02,00:06:54,dhammapada-english-1399-4-06-54-dhammavihari-thera-480p.mp4
09:09, 00:48:38,sermon-sinhala-6493-2017-09-28-galigamuwe-gnanadeepa-thero-nawala-480p.mp4
09:58,00:10:29,dhammapada-sinhala-1056-1-kotagoda-sudeera-thera-480p.mp4
10,
06:00,01:12:47,sutta-satipattana-480p.mp4
07:12,00:00:31,fillers-inspiration-ins-sin-01-480p.mp4
07:13, 00:45:58,sutta-pirith-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-sin-02-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-eng-18-480p.mp4
08:00, 02:10:55,sermon-english-ajahn-brahm-t-t-Day-2-480p.mp4
10:11,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
10:11,00:09:38,dhammapada-english-1001-4-09-40-dhammavihari-thera-480p.mp4
10:21, 00:08:08,fillers-teasers-ruhunu-rata-480p.mp4
10:29,00:00:58,fillers-teasers-trailer-nawam-perahara-11-0-58-480p.mp4
10:30, 01:28:08,sermon-english-2017-11-06-ajahn-brahm-t-t-day-01-480p.mp4
11:58,00:00:31,fillers-inspiration-ins-eng-15-480p.mp4
11:59,00:01:56,fillers-wesak-wesak-2012-09-01-56-480p.mp4
12:01, 00:16:15,sermon-english-2017-ven-ajahn-brahmavanso-interviews-480p.mp4
12:17,00:12:12,sermon-sinhala-715-2-balangoda-dhammananda-thera-480p.mp4
12:29,00:00:47,fillers-teasers-trailer-nawam-perahara-12-0-47-480p.mp4
12:30, 01:01:02,sermon-english-2017-11-06-ajahn-brahm-interview-1h-4m-480p.mp4
13:31,00:00:31,fillers-inspiration-ins-eng-13-480p.mp4
13:31,00:00:39,fillers-teasers-trailer-39-480p.mp4
13:32,00:16:27,dhammapada-english-964-4-16-27-dhammavihari-thera-480p.mp4
13:48,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
13:51, 00:08:53,fillers-teasers-degaldoruwa-480p.mp4
13:59, 00:51:03,sermon-sinhala-6468-2017-08-08-madauyangoda-wijayakiththi-thero-dhathumalu-480p.mp4
14:51,00:00:31,fillers-inspiration-ins-sin-07-480p.mp4
14:51,00:09:22,dhammapada-english-1185-5-9-22-dhammavihari-thera-480p.mp4
15:00, 01:01:54,sermon-sinhala-6347-mithalawa-vinitha-thero-dikhana-480p.mp4
16:02,00:00:31,fillers-inspiration-ins-eng-16-480p.mp4
16:03, 00:17:38,bhavana-sinhala-6070-mirahawatha-panyaseri-thero-ganaramaya-480p.mp4
16:20, 00:48:08,sermon-sinhala-6486-2017-09-21-neluwakande-gnanananda-thero-nawala-480p.mp4
17:09,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
17:09, 00:12:35,fillers-teasers-paduwas-nuwara-480p.mp4
17:22, 00:52:01,sermon-sinhala-6336-bibila-ganasantha-thero-dharmayathanaya-480p.mp4
18:14,00:00:31,fillers-inspiration-ins-eng-11-480p.mp4
18:14,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
18:21, 00:52:57,sermon-sinhala-6507-2017-10-11-rajawaththe-wappa-thero-nawala-480p.mp4
19:14,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
19:14,00:07:42,dhammapada-english-1185-2-7-42-dhammavihari-thera-480p.mp4
19:22, 01:02:03,sermon-sinhala-6343-thawalampola-wimala-thero-gangaramaya-480p.mp4
20:24,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
20:25,00:24:55,sermon-sinhala-592-1-borelle-kowida-thera-480p.mp4
20:49,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
20:52, 00:52:46,sermon-sinhala-6470-namalgamuwe-vijayasila-thero-gnanaramaya-480p.mp4
21:44,00:00:31,fillers-inspiration-ins-sin-03-480p.mp4
21:45,00:01:27,fillers-teasers-trailer-manel-watta-1-27-480p.mp4
21:46,00:05:18,dhammapada-english-1500-3-05-18-dhammavihari-thera-480p.mp4
21:52, 01:14:02,sermon-sinhala-6354-2017-05-25-warakapalahana-sugathagana-thero-parakumba-480p.mp4
23:06,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
23:06,00:14:52,sermon-sinhala-4528-makulawe-sudassana-thera-480p.mp4
23:21,00:01:01,fillers-teasers-trailer-nawam-perahara-14-1-01-480p.mp4
23:22, 00:47:21,sermon-sinhala-6321-2017-05-23-galkissa-somananda-thero-480p.mp4
00:09,00:00:31,fillers-inspiration-ins-sin-18-480p.mp4
00:10,00:11:24,dhammapada-english-1185-6-11-24-dhammavihari-thera-480p.mp4
00:21,00:00:47,fillers-teasers-trailer-nawam-perahara-17-0-47-480p.mp4
00:22, 00:51:11,sermon-sinhala-6306-warakapalahana-sugathagana-thero-maharagama-480p.mp4
01:13,00:00:31,fillers-inspiration-ins-eng-04-480p.mp4
01:14,00:08:29,dhammapada-sinhala-1009-2-kotagoda-sudeera-thera.dv-480p.mp4
01:22, 01:07:13,sermon-sinhala-6511-2017-10-15-gallalegama-dhammaseeha-thero-nawala-480p.mp4
02:30,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
02:30,00:00:29,fillers-teasers-trailer-29-480p.mp4
02:31, 00:15:39,fillers-teasers-dematamal-viharaya-480p.mp4
02:46,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
02:53, 01:13:22,sermon-sinhala-6461-2017-08-07-gampaha-mahanama-thero-madagama-480p.mp4
04:06,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
04:07,00:05:21,fillers-teasers-trailer-manel-watta-5-21-480p.mp4
04:12,00:10:56,dhammapada-sinhala-1009-4-kotagoda-sudeera-thera.dv-480p.mp4
04:23, 00:37:17,sermon-sinhala-6516-2017-10-20-alubomulle-dhammalankara-thero-nawala-480p.mp4
05:00,00:00:31,fillers-inspiration-ins-eng-05-480p.mp4
05:01,00:22:16,dhammapada-sinhala-4226-02-kihibiye-vijitha-thera-480p.mp4
05:23, 01:02:58,sermon-sinhala-6476-2017-09-11-mirisse-dhammika-thero-nawala-480p.mp4
06:26,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
06:27,00:01:26,fillers-teasers-trailer-nawam-perahara-01-1-26-480p.mp4
06:28,00:21:09,sermon-sinhala-4289-01-gampaha-pasadka-thera-480p.mp4
06:49,00:21:09,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
07:10, 00:51:13,sermon-sinhala-6379-2017-06-20-balangoda-sobitha-thero-dematagoda-480p.mp4
08:01,00:00:31,fillers-inspiration-ins-sin-14-480p.mp4
08:02,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
08:04,00:03:49,dhammapada-english-1259-5-3-49-dhammavihari-thera-480p.mp4
08:08, 00:02:10,fillers-wesak-nelagiri-thawawa-2017-480p.mp4
08:10, 00:57:41,sermon-sinhala-6479-2017-09-14-agalakada-sirisumana-thero-nawala-480p.mp4
11,
06:00,01:12:47,sutta-satipattana-480p.mp4
07:12,00:00:31,fillers-inspiration-ins-sin-01-480p.mp4
07:13, 00:45:58,sutta-pirith-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-sin-02-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-eng-18-480p.mp4
08:00, 01:04:24,sermon-sinhala-6436-2017-07-29-waduraba-sangananda-thero-dikhena-480p.mp4
09:04,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
09:05,00:13:40,sermon-sinhala-463-kiribathgoda-gnananda-thera-480p.mp4
09:18, 00:12:06,sermon-english-2017-02-01-bandarawella-town-pindapathaya-480p.mp4
09:30, 00:52:18,sermon-sinhala-6392-2017-06-22-elawala-sadharama-thero-damatagoda-480p.mp4
10:23,00:00:31,fillers-inspiration-ins-eng-12-480p.mp4
10:23,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
10:30, 02:10:55,sermon-english-ajahn-brahm-t-t-Day-2-480p.mp4
12:41,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
12:41,00:09:38,dhammapada-english-1001-4-09-40-dhammavihari-thera-480p.mp4
12:51, 00:08:08,fillers-teasers-ruhunu-rata-480p.mp4
12:59,00:00:58,fillers-teasers-trailer-nawam-perahara-11-0-58-480p.mp4
13:00, 01:28:08,sermon-english-2017-11-06-ajahn-brahm-t-t-day-01-480p.mp4
14:28,00:00:31,fillers-inspiration-ins-eng-15-480p.mp4
14:29,00:01:56,fillers-wesak-wesak-2012-09-01-56-480p.mp4
14:31, 00:16:15,sermon-english-2017-ven-ajahn-brahmavanso-interviews-480p.mp4
14:47,00:12:12,sermon-sinhala-715-2-balangoda-dhammananda-thera-480p.mp4
14:59,00:00:47,fillers-teasers-trailer-nawam-perahara-12-0-47-480p.mp4
15:00, 01:01:02,sermon-english-2017-11-06-ajahn-brahm-interview-1h-4m-480p.mp4
16:01,00:00:31,fillers-inspiration-ins-eng-13-480p.mp4
16:01,00:00:39,fillers-teasers-trailer-39-480p.mp4
16:02,00:16:27,dhammapada-english-964-4-16-27-dhammavihari-thera-480p.mp4
16:19,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
16:21, 00:08:53,fillers-teasers-degaldoruwa-480p.mp4
16:30, 00:51:03,sermon-sinhala-6468-2017-08-08-madauyangoda-wijayakiththi-thero-dhathumalu-480p.mp4
17:21,00:00:31,fillers-inspiration-ins-sin-07-480p.mp4
17:21,00:09:22,dhammapada-english-1185-5-9-22-dhammavihari-thera-480p.mp4
17:31, 01:01:54,sermon-sinhala-6347-mithalawa-vinitha-thero-dikhana-480p.mp4
18:32,00:00:31,fillers-inspiration-ins-eng-16-480p.mp4
18:33, 00:17:38,bhavana-sinhala-6070-mirahawatha-panyaseri-thero-ganaramaya-480p.mp4
18:51, 00:48:08,sermon-sinhala-6486-2017-09-21-neluwakande-gnanananda-thero-nawala-480p.mp4
19:39,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
19:39, 00:12:35,fillers-teasers-paduwas-nuwara-480p.mp4
19:52, 00:52:01,sermon-sinhala-6336-bibila-ganasantha-thero-dharmayathanaya-480p.mp4
20:44,00:00:31,fillers-inspiration-ins-eng-11-480p.mp4
20:44,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
20:51, 00:52:57,sermon-sinhala-6507-2017-10-11-rajawaththe-wappa-thero-nawala-480p.mp4
21:44,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
21:44,00:07:42,dhammapada-english-1185-2-7-42-dhammavihari-thera-480p.mp4
21:52, 01:02:03,sermon-sinhala-6343-thawalampola-wimala-thero-gangaramaya-480p.mp4
22:54,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
22:55,00:24:55,sermon-sinhala-592-1-borelle-kowida-thera-480p.mp4
23:20,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
23:22, 00:52:46,sermon-sinhala-6470-namalgamuwe-vijayasila-thero-gnanaramaya-480p.mp4
00:15,00:00:31,fillers-inspiration-ins-sin-03-480p.mp4
00:15,00:01:27,fillers-teasers-trailer-manel-watta-1-27-480p.mp4
00:16,00:05:18,dhammapada-english-1500-3-05-18-dhammavihari-thera-480p.mp4
00:22, 01:14:02,sermon-sinhala-6354-2017-05-25-warakapalahana-sugathagana-thero-parakumba-480p.mp4
01:36,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
01:36,00:14:52,sermon-sinhala-4528-makulawe-sudassana-thera-480p.mp4
01:51,00:01:01,fillers-teasers-trailer-nawam-perahara-14-1-01-480p.mp4
01:52, 00:47:21,sermon-sinhala-6321-2017-05-23-galkissa-somananda-thero-480p.mp4
02:40,00:00:31,fillers-inspiration-ins-sin-18-480p.mp4
02:40,00:11:24,dhammapada-english-1185-6-11-24-dhammavihari-thera-480p.mp4
02:51,00:00:47,fillers-teasers-trailer-nawam-perahara-17-0-47-480p.mp4
02:52, 00:51:11,sermon-sinhala-6306-warakapalahana-sugathagana-thero-maharagama-480p.mp4
03:43,00:00:31,fillers-inspiration-ins-eng-04-480p.mp4
03:44,00:08:29,dhammapada-sinhala-1009-2-kotagoda-sudeera-thera.dv-480p.mp4
03:52, 01:07:13,sermon-sinhala-6511-2017-10-15-gallalegama-dhammaseeha-thero-nawala-480p.mp4
05:00,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
05:00,00:00:29,fillers-teasers-trailer-29-480p.mp4
05:01, 00:15:39,fillers-teasers-dematamal-viharaya-480p.mp4
05:16,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
05:23, 01:13:22,sermon-sinhala-6461-2017-08-07-gampaha-mahanama-thero-madagama-480p.mp4
06:36,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
06:37,00:05:21,fillers-teasers-trailer-manel-watta-5-21-480p.mp4
06:42,00:10:56,dhammapada-sinhala-1009-4-kotagoda-sudeera-thera.dv-480p.mp4
06:53, 00:37:17,sermon-sinhala-6516-2017-10-20-alubomulle-dhammalankara-thero-nawala-480p.mp4
07:30,00:00:31,fillers-inspiration-ins-eng-05-480p.mp4
07:31,00:22:16,dhammapada-sinhala-4226-02-kihibiye-vijitha-thera-480p.mp4
07:53, 01:02:58,sermon-sinhala-6476-2017-09-11-mirisse-dhammika-thero-nawala-480p.mp4
08:56,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
08:57,00:01:26,fillers-teasers-trailer-nawam-perahara-01-1-26-480p.mp4
08:58,00:02:37,dhammapada-english-1460-6-02-37-dhammavihari-thera-480p.mp4
12,
06:00,01:12:47,sutta-satipattana-480p.mp4
07:12,00:00:31,fillers-inspiration-ins-sin-01-480p.mp4
07:13, 00:45:58,sutta-pirith-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-sin-02-480p.mp4
07:59,00:00:31,fillers-inspiration-ins-eng-18-480p.mp4
08:00, 01:10:34,sermon-sinhala-6505-2017-10-09-dodamduwe-sirikara-thero-nawala-480p.mp4
09:10,00:00:31,fillers-inspiration-ins-sin-16-480p.mp4
09:11,00:00:36,fillers-teasers-trailer-36-480p.mp4
09:11, 00:15:17,fillers-teasers-pathahawatha-480p.mp4
09:27,00:03:05,fillers-wesak-wesak-2012-02-03-05-480p.mp4
09:30, 01:04:24,sermon-sinhala-6436-2017-07-29-waduraba-sangananda-thero-dikhena-480p.mp4
10:34,00:00:31,fillers-inspiration-ins-sin-12-480p.mp4
10:35,00:13:40,sermon-sinhala-463-kiribathgoda-gnananda-thera-480p.mp4
10:48, 00:12:06,sermon-english-2017-02-01-bandarawella-town-pindapathaya-480p.mp4
11:01, 00:52:18,sermon-sinhala-6392-2017-06-22-elawala-sadharama-thero-damatagoda-480p.mp4
11:53,00:00:31,fillers-inspiration-ins-eng-12-480p.mp4
11:53,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
12:00, 02:10:55,sermon-english-ajahn-brahm-t-t-Day-2-480p.mp4
14:11,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
14:11,00:09:38,dhammapada-english-1001-4-09-40-dhammavihari-thera-480p.mp4
14:21, 00:08:08,fillers-teasers-ruhunu-rata-480p.mp4
14:29,00:00:58,fillers-teasers-trailer-nawam-perahara-11-0-58-480p.mp4
14:30, 01:28:08,sermon-english-2017-11-06-ajahn-brahm-t-t-day-01-480p.mp4
15:58,00:00:31,fillers-inspiration-ins-eng-15-480p.mp4
15:59,00:01:56,fillers-wesak-wesak-2012-09-01-56-480p.mp4
16:01, 00:16:15,sermon-english-2017-ven-ajahn-brahmavanso-interviews-480p.mp4
16:17,00:12:12,sermon-sinhala-715-2-balangoda-dhammananda-thera-480p.mp4
16:29,00:00:47,fillers-teasers-trailer-nawam-perahara-12-0-47-480p.mp4
16:30, 01:01:02,sermon-english-2017-11-06-ajahn-brahm-interview-1h-4m-480p.mp4
17:31,00:00:31,fillers-inspiration-ins-eng-13-480p.mp4
17:31,00:00:39,fillers-teasers-trailer-39-480p.mp4
17:32,00:16:27,dhammapada-english-964-4-16-27-dhammavihari-thera-480p.mp4
17:49,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
17:51, 00:08:53,fillers-teasers-degaldoruwa-480p.mp4
18:00, 00:51:03,sermon-sinhala-6468-2017-08-08-madauyangoda-wijayakiththi-thero-dhathumalu-480p.mp4
18:51,00:00:31,fillers-inspiration-ins-sin-07-480p.mp4
18:51,00:09:22,dhammapada-english-1185-5-9-22-dhammavihari-thera-480p.mp4
19:01, 01:01:54,sermon-sinhala-6347-mithalawa-vinitha-thero-dikhana-480p.mp4
20:02,00:00:31,fillers-inspiration-ins-eng-16-480p.mp4
20:03, 00:17:38,bhavana-sinhala-6070-mirahawatha-panyaseri-thero-ganaramaya-480p.mp4
20:21, 00:48:08,sermon-sinhala-6486-2017-09-21-neluwakande-gnanananda-thero-nawala-480p.mp4
21:09,00:00:31,fillers-inspiration-ins-sin-05-480p.mp4
21:09, 00:12:35,fillers-teasers-paduwas-nuwara-480p.mp4
21:22, 00:52:01,sermon-sinhala-6336-bibila-ganasantha-thero-dharmayathanaya-480p.mp4
22:14,00:00:31,fillers-inspiration-ins-eng-11-480p.mp4
22:14,00:06:36,dhammapada-english-1399-1-06-36-dhammavihari-thera-480p.mp4
22:21, 00:52:57,sermon-sinhala-6507-2017-10-11-rajawaththe-wappa-thero-nawala-480p.mp4
23:14,00:00:31,fillers-inspiration-ins-sin-13-480p.mp4
23:14,00:07:42,dhammapada-english-1185-2-7-42-dhammavihari-thera-480p.mp4
23:22, 01:02:03,sermon-sinhala-6343-thawalampola-wimala-thero-gangaramaya-480p.mp4
00:24,00:00:31,fillers-inspiration-ins-eng-03-480p.mp4
00:25,00:24:55,sermon-sinhala-592-1-borelle-kowida-thera-480p.mp4
00:50,00:02:10,fillers-teasers-trailer-nawam-perahara-10-2-10-480p.mp4
00:52, 00:52:46,sermon-sinhala-6470-namalgamuwe-vijayasila-thero-gnanaramaya-480p.mp4
01:45,00:00:31,fillers-inspiration-ins-sin-03-480p.mp4
01:45,00:01:27,fillers-teasers-trailer-manel-watta-1-27-480p.mp4
01:47,00:05:18,dhammapada-english-1500-3-05-18-dhammavihari-thera-480p.mp4
01:52, 01:14:02,sermon-sinhala-6354-2017-05-25-warakapalahana-sugathagana-thero-parakumba-480p.mp4
03:06,00:00:31,fillers-inspiration-ins-eng-02-480p.mp4
03:06,00:14:52,sermon-sinhala-4528-makulawe-sudassana-thera-480p.mp4
03:21,00:01:01,fillers-teasers-trailer-nawam-perahara-14-1-01-480p.mp4
03:22, 00:47:21,sermon-sinhala-6321-2017-05-23-galkissa-somananda-thero-480p.mp4
04:10,00:00:31,fillers-inspiration-ins-sin-18-480p.mp4
04:10,00:11:24,dhammapada-english-1185-6-11-24-dhammavihari-thera-480p.mp4
04:22,00:00:47,fillers-teasers-trailer-nawam-perahara-17-0-47-480p.mp4
04:22, 00:51:11,sermon-sinhala-6306-warakapalahana-sugathagana-thero-maharagama-480p.mp4
05:14,00:00:31,fillers-inspiration-ins-eng-04-480p.mp4
05:14,00:08:29,dhammapada-sinhala-1009-2-kotagoda-sudeera-thera.dv-480p.mp4
05:23, 01:07:13,sermon-sinhala-6511-2017-10-15-gallalegama-dhammaseeha-thero-nawala-480p.mp4
